respondent_id,dept,tenure_years,role_level,region,exit_date,satisfaction,response
R-2985,Engineering,7,IC,EMEA,2025-07-07,3,"I enjoyed the early years quite a bit. Also, my coworkers made the hard stretches bearable, plus the team itself was genuinely kind."
R-2986,People,4.25,IC,APAC,2025-03-22,3,"Honestly, I second-guess the decision more than I expected to and at the same time a former colleague recruited me into the new role."
R-2987,People,11.5,Director,NA,2025-12-15,3,"Chronic understaffing turned every small task into overtime — and honestly, they measured presence in the building instead of work in the product and at the same time an opportunity came along that was too specific to pass up."
R-2988,Operations,4.75,IC,LATAM,2024-08-07,5,"Simply put, leadership lost the plot and blamed the people pointing it out."
R-2989,Marketing,10.5,IC,NA,2025-06-28,4,"Look — the internal documentation was surprisingly thorough. Meanwhile, I am switching industries to be closer to healthcare work."
R-2990,Engineering,5.25,Manager,NA,2024-07-20,3,none
R-2991,Engineering,10,Manager,NA,2025-05-05,1,"Where to start — the promotion freeze entered its third year — and honestly, my time here taught me a lot about the industry."
R-2992,Support,9,IC,NA,2024-12-03,3,"Plainly put, my manager hoarded information like it was currency. Meanwhile, the startup itch finally won."
R-2993,Engineering,0.5,IC,NA,2024-08-28,2,n/a
R-2994,Engineering,10,Manager,NA,2024-08-26,3,"Bottom line: pay was fine at hire and then quietly fell behind year after year, plus my supervisor canceled our one-on-ones for two months running."
R-2995,Operations,6.5,IC,NA,2025-01-22,4,"Where to start — I enjoyed the early years quite a bit and on top of that the internal documentation was surprisingly thorough, plus my time here taught me a lot about the industry."
R-2996,Engineering,5.5,IC,APAC,2024-10-09,5,My coworkers made the hard stretches bearable and on top of that family circumstances made this change necessary.
R-2997,Sales,0.25,IC,EMEA,2025-12-16,4,Short version: the management training was a video from 2011 and at the same time the offboarding process was smooth and respectful.
R-2998,Sales,11.5,IC,NA,2025-01-25,4,"Salary discussions went nowhere for two cycles, plus the backlog grew faster than any human could drain it."
R-2999,Sales,0.25,IC,APAC,2025-04-17,4,"Equity refreshers dried up and the salary never made up for it — and honestly, the office mandate landed hardest on the people farthest away."
R-3000,Engineering,7.75,IC,NA,2024-12-02,3,"Truthfully, the holiday party was always a highlight. To be fair, the company swag was genuinely good, for what that is worth."
R-3001,Engineering,0.25,IC,NA,2024-08-15,4,"The skills I wanted to build had no home here. Meanwhile, this move is about geography more than anything."
R-3002,Operations,1.5,IC,APAC,2024-08-08,4,"The company swag was genuinely good, for what that is worth. To be fair, I wish the next cohort a smooth ride."
R-3003,Operations,10.25,IC,EMEA,2025-04-07,3,"Plainly put, the snacks were good and the coffee was terrible, for the record — and honestly, no single reason, just the sense that the chapter ended. Meanwhile, an opportunity came along that was too specific to pass up."
R-3004,People,0.75,IC,APAC,2024-11-15,2,"Since you asked: I was underpaid compared to every offer I saw elsewhere. Meanwhile, my boss managed up beautifully and managed down not at all. Meanwhile, the backlog grew faster than any human could drain it."
R-3005,Support,5.5,IC,EMEA,2025-10-17,2,"The executive team announced strategy by press release before telling us. Also, I burned out, recovered a little, and burned out again, plus the lattice they promised was actually a ledge. Also, the new policy counted days while the work counted for nothing. Meanwhile, I was counting the days until my vesting cliff and then I was gone."
R-3006,Engineering,7,Manager,NA,2025-07-28,4,"Off the record but on the form: the annual raise did not even cover the parking increase. Beyond that, the exit interview questions were thoughtful, including this one."
R-3007,Sales,1,Manager,APAC,2025-10-17,3,"The bonus was a rounding error this year — and honestly, the holiday party was always a highlight."
R-3008,People,1,Director,NA,2024-09-30,3,"The team itself was genuinely kind. Also, nothing dramatic to report from my corner."
R-3009,Marketing,8.25,IC,APAC,2025-07-11,3,"The retention bonus went to someone else doing half the work — and honestly, no one above me ever said the words I was wrong."
R-3010,Engineering,5.5,IC,NA,2024-08-21,4,"The cost of living rose and my pay pretended not to notice. Beyond that, the queue never closed and neither did my laptop. Beyond that, I plateaued and nobody seemed to mind but me."
R-3011,Engineering,6,Lead,EMEA,2025-08-28,1,"Simply put, I want to thank the people who trained me and at the same time I learned the trade here and I am grateful for that. Meanwhile, I wish the next cohort a smooth ride."
R-3012,Operations,2.5,IC,NA,2025-03-31,3,"Honestly, I was doing the job of three people by the end."
R-3013,Engineering,12,Lead,NA,2025-01-03,4,"Honestly, I did the math and the pay cut of staying was larger than the risk of leaving and on top of that I am switching industries to be closer to healthcare work."
R-3014,Sales,7,IC,APAC,2025-03-28,3,"The office snacks deserve a small tribute. Beyond that, the codebase was cleaner than most I have seen. Beyond that, the holiday party was always a highlight."
R-3015,Engineering,1,IC,APAC,2025-12-02,3,Feedback only ever flowed one direction here and on top of that weekend releases became routine and so did my exhaustion and at the same time the relocation was for my partner's job.
R-3016,People,2.25,IC,NA,2025-06-21,4,The company sold flexibility in the offer letter and recalled it in year two.
R-3017,Engineering,3.5,IC,NA,2025-11-26,3,"Honestly, the lattice they promised was actually a ledge. Meanwhile, overall a decent run with a quiet ending."
R-3018,Support,3.5,Lead,NA,2024-10-29,1,"Honestly, on-call duty came around twice a month and wrecked my sleep. To be fair, the team itself was genuinely kind."
R-3019,People,8.5,IC,NA,2025-08-04,4,"Where to start — the customers were the best part of the job, plus I appreciated the honest conversations on the way out."
R-3020,People,1.5,IC,APAC,2025-01-23,5,"For what it is worth, double duty across two teams drained everything I had and at the same time mentorship existed on a slide and nowhere else."
R-3021,Engineering,13.25,IC,NA,2025-07-30,4,"Since you asked: the tools and equipment were always solid — and honestly, the internal documentation was surprisingly thorough."
R-3022,Support,0.5,Lead,NA,2025-08-28,4,"Look — the retention bonus went to someone else doing half the work — and honestly, I enjoyed the early years quite a bit."
R-3023,People,12.25,Manager,EMEA,2025-11-01,3,"Plainly put, the off-hours support rotation broke me — and honestly, the tools and equipment were always solid."
R-3024,Operations,13.75,IC,NA,2024-12-28,3,"For what it is worth, the salary offer to stay came only after I resigned, which said everything and on top of that my manager read my status reports back to me as insight."
R-3025,Sales,3.75,IC,NA,2025-12-03,2,Bottom line: the flexibility I was promised at hire did not survive the new leadership and at the same time this move is about geography more than anything.
R-3026,People,4.5,IC,EMEA,2025-01-31,2,"The skip-level meetings were scripted and pointless — and honestly, the relocation was for my partner's job."
R-3027,Engineering,2.25,Manager,LATAM,2025-07-08,3,"The pay band was insulting once I learned what new hires got. Meanwhile, the internal mobility process was a black hole and at the same time the snacks were good and the coffee was terrible, for the record."
R-3028,Operations,0.25,Manager,NA,2024-09-26,5,"Since you asked: I loved the product but the pay made the decision for me — and honestly, decisions came down from above with no context and no discussion. Meanwhile, I left to remember what rested feels like."
R-3029,Operations,6.25,IC,APAC,2024-09-27,5,"Short version: commission structure changed mid-year and my pay dropped hard — and honestly, the company is full of talented people."
R-3030,Operations,3.5,Lead,NA,2025-04-01,1,An opportunity came along that was too specific to pass up and at the same time the company is full of talented people.
R-3031,Marketing,2,Lead,APAC,2024-08-16,1,"If I am being candid, I could not stay another quarter."
R-3032,Marketing,13.25,IC,LATAM,2025-03-08,3,"In the end, they froze salaries while posting record numbers. Also, the tools and equipment were always solid."
R-3033,Engineering,16,Manager,LATAM,2024-09-26,4,"The new role is closer to home, which mattered to my family and at the same time I am switching industries to be closer to healthcare work."
R-3034,Sales,0.25,IC,NA,2025-06-27,3,"Plainly put, I miss the people more than I thought possible and it stings. Beyond that, no single reason, just the sense that the chapter ended."
R-3035,Support,6.25,IC,APAC,2024-12-26,3,"Where to start — salary discussions went nowhere for two cycles. Meanwhile, family circumstances made this change necessary."
R-3036,Sales,2,Manager,NA,2025-10-06,4,"If I am being candid, the exit interview questions were thoughtful, including this one. Also, overall a decent run with a quiet ending. Also, the offboarding process was smooth and respectful."
R-3037,People,0.5,IC,EMEA,2025-03-20,1,"Truthfully, I clocked seventy-hour weeks through the last push. To be fair, the company is full of talented people."
R-3038,Marketing,0.25,IC,NA,2025-04-13,3,"For what it is worth, the hours stretched into every evening and most weekends — and honestly, I enjoyed the early years quite a bit."
R-3039,Sales,8.5,Lead,APAC,2024-07-05,3,"In the end, my supervisor undermined me in front of the team twice. Also, I wish the next cohort a smooth ride."
R-3040,Support,7,Lead,NA,2025-01-05,4,"Low pay, full stop. Also, I am taking time off before deciding what is next."
